,,-75.0,81.19999999999999,237.39999999999998,393.59999999999997,549.8,706.0,862.1999999999999,1018.3999999999999,1174.6,1330.8,1487.0,1643.1999999999998,1799.3999999999999,1955.6,2111.7999999999997,2268.0,2424.2,2580.3999999999996,2736.6,2892.7999999999997,3049.0,3205.2,3361.3999999999996,3517.6,3673.7999999999997,3829.9999999999995,3986.2,4142.4,4298.599999999999,4454.799999999999,4611.0,4767.2,4923.4,5079.599999999999,5235.799999999999,5392.0,5548.2,5704.4,5860.599999999999,6016.799999999999,6173.0,6329.2,6485.4,6641.599999999999,6797.799999999999,6953.999999999999,7110.2,7266.4,7422.599999999999,7578.799999999999
Rodgersia pinnata,maximum_likelihood,0.0,0.0,6.37730931939e-05,0.00238472011251,0.00528861078198,0.00788858984412,0.0132455838697,0.0225036329114,0.0238779452832,0.0262972444456,0.0458805871164,0.0449204806436,0.0728813935498,0.0952416402862,0.0894515040684,0.057827754841,0.0532214799129,0.0538547509003,0.0550883117509,0.0497400254946,0.0502186188948,0.0539566013796,0.0460562565724,0.035861790458,0.0279778446903,0.0221790233577,0.0150338712601,0.00941202615693,0.00707228561761,0.00640354463553,0.00456430790803,0.00119742146301,0.000329319329841,7.90593702805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darmera peltata,maximum_likelihood,0.0427146111747,0.105000879261,0.0972984588582,0.098432508613,0.0968512424217,0.111541975437,0.0942178302144,0.090584430558,0.0766205751426,0.0749516642903,0.0544754812322,0.0354920176278,0.0148149722605,0.00491755411945,0.00164885370406,0.000322745073656,8.72642686244e-05,2.01641441929e-05,5.14262419146e-06,1.0776817571e-06,3.85177199984e-07,1.09845681877e-07,3.31582255506e-08,2.14690206539e-08,1.56295296713e-09,7.83641211661e-11,7.06511052774e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiarella trifoliata,maximum_likelihood,0.0771585227807,0.0975650761302,0.0717120101019,0.0622283150534,0.0722396156245,0.0876992650887,0.0975016111689,0.0874534564656,0.0843688754582,0.072049826478,0.0612599992825,0.0452922619824,0.0335850694658,0.0205099175856,0.0143728457247,0.00782246919498,0.00400371932451,0.0017511489256,0.000821698482051,0.000372465845588,0.00013376415947,5.5201175395e-05,2.03477047549e-05,9.54187584691e-06,5.6415131549e-06,2.89219354474e-06,1.90164880168e-06,2.53956513243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiarella polyphylla,maximum_likelihood,0.0519683735426,0.104807071903,0.079083288609,0.08334214326,0.0677494179883,0.0502599970077,0.0540895134867,0.0386681252623,0.038509038453,0.0358986164346,0.0421071063549,0.0306571003076,0.0373248717045,0.042465373175,0.038911110075,0.0277489826513,0.0231993594713,0.0211688672614,0.0188170756267,0.016134399514,0.014253332595,0.0172645470708,0.0159774045644,0.010794966399,0.00850822998073,0.00825603368241,0.00607376737255,0.00431040983953,0.00310726008368,0.00341854308246,0.00193738217737,0.00109252263422,0.000731583630251,0.000768182588229,0.0003237639488,0.000178025702089,6.13370125142e-05,2.05963698075e-05,8.83747027283e-06,2.47321303626e-06,5.70576233883e-07,3.09314988709e-07,8.74665342693e-08,1.13645462632e-09,0.0,0.0,0.0,0.0,0.0,0.0
Tiarella cordifolia,maximum_likelihood,0.0921336369311,0.306467128418,0.312163175149,0.172945098519,0.0664153936108,0.0256454901524,0.012208605113,0.00696406056599,0.00314253710439,0.00124302714758,0.000516101712999,0.000153638014387,2.10756121531e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitella integripetala,maximum_likelihood,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elmera racemosa,maximum_likelihood,0.0209875128097,0.0188321129868,0.0165978671991,0.0146043162911,0.0174491249058,0.0219638135216,0.0289453994836,0.0438935984831,0.0662662387718,0.10175470573,0.145487081906,0.162102763029,0.158798812712,0.0973755992923,0.0590130358045,0.0193836811843,0.0055720641634,0.00062029881988,0.000186300162424,3.96652286051e-05,5.04122745192e-05,3.3700608112e-05,0.0,4.18946313627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitella caulescens,maximum_likelihood,0.106084583891,0.17584390368,0.112268338285,0.0733220565951,0.0661312873821,0.0746905595598,0.0689444688992,0.0695652972938,0.0591979356068,0.0578070382197,0.046367129003,0.0385719917835,0.0261228971477,0.0126250857374,0.00715958343595,0.00293144416783,0.00148289665047,0.00050932910466,0.000242948075924,9.02859263737e-05,2.46368132341e-05,1.63027420395e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conimitella williamsii,maximum_likelihood,0.0,0.0,0.0,0.0,0.0,0.000200139424707,0.00411871503994,0.015924697515,0.034592546868,0.0651466732375,0.0863609641204,0.119635033619,0.143139644555,0.141047625566,0.139168154393,0.0995160896103,0.0789696129235,0.0398702832965,0.0205108597654,0.00767574840284,0.00254785987756,0.00109929212157,0.000359573293629,9.55059806841e-05,1.82592681006e-05,2.5079627791e-06,2.13158833492e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
